Mfr	Part	Description	Unit	StandardPack	Price	List	BarCode	Mfr.Part.Unit
MMM	20912	(50)5" P220C CLEAN SAND DISC 735U	BX	5	27.79	46.30	50051141209123	MMM.20912.BX
MMM	20949	(50)3X4 180G CLEAN SANDING SHEETS	SL	10	15.56	26.67	50051141209499	MMM.20949.SL
MMM	20951	(50)3X4 320G CLEAN SANDING SHEETS	SL	10	15.56	26.67	50051141209512	MMM.20951.SL
MMM	21038	(50)7" 12G FLOOR SURFACING DISC	BX	4	73.18	125.54	00051144885251	MMM.21038.BX
MMM	21050	4-1/2" X 5/8"-11 CLEAN & STRIP DISC	EA	10	8.98	15.41		MMM.21050.EA
MMM	21055	7" X 5/8"-11 CLEAN & STRIP XTRA CUT DISC	EA	10	11.28	19.34		MMM.21055.EA
MMM	21180	FASTBOND 30NF CONTACT ADHESIVE	QT	12	28.91	48.19	021200211805	MMM.21180.QT
MMM	21181	FASTBOND 30NF CONTACT ADHESIVE	GL	4	88.22	147.03	021200211812	MMM.21181.GL
MMM	21182	FASTBOND 30NF CONTACT ADHESIVE	5G	1	306.29	510.48	50021200211824	MMM.21182.5G
MMM	21186	FASTBOND CONTACT ADH 30NF-GREEN	GL	4	88.22	147.03	021200211867	MMM.21186.GL
MMM	21187	FASTBOND GREEN CONTACT ADHESIVE 30NF	5G	1	306.29	510.48	50021200211879	MMM.21187.5G
MMM	21210	SUPER 77 ADH. 16_3/4 fl oz	CN	12	11.88	20.38	076308913120	MMM.21210.CN
MMM	21220	INDUSTRIAL PLASTIC ADH-CLEAR 4475 5oz	EA	36	12.71	21.19	021200212208	MMM.21220.EA
MMM	21232	NEOPRENE CONTACT ADHESIVE-GREEN-5 GAL. P	EA	1	200.55	361.00	021200212321	MMM.21232.EA
MMM	21305	5-Way Penetrant 24 fl oz	CN	12	14.69	24.50	021200213052	MMM.21305.CN
MMM	21340	HEAD STRAP/HARNESS ASSEMBLY 7893S	EA	2	73.07	121.79	051138213404	MMM.21340.EA
MMM	21354	(12)T-4 PETROLEUM SORBENT MINI-BOOM	CS	1	72.89	124.95	50051138213546	MMM.21354.CS
MMM	21355	(6)PETROLEUM SORBENT MINI-BOOMS T-8	CS	1	72.89	124.95	50051138213553	MMM.21355.CS
MMM	21356	(4) T-12 PETROLEUM SORBENT MINI-BOOM	CS	1	83.33	138.90	50051138213560	MMM.21356.CS
MMM	21493	W-3252-2 PLUG 2/CASE	EA	2	21.79	39.21	051138214937	MMM.21493.EA
MMM	21511	(20) FILTER ADAPTER #502	BX	5	40.88	68.14	051138215118	MMM.21511.BX
MMM	21538	(10) 2" CLEAN & STRIP XT PRO DISC	BX	6	25.94	44.49		MMM.21538.BX
MMM	21540	3" CLEAN & STRIP XT PRO DISC	EA	10	4.92	8.44		MMM.21540.EA
MMM	21541	(10) 3" CLEAN & STRIP XT PRO;DISK, TR	BX	4	49.13	81.89		MMM.21541.BX
MMM	21543	(10) 2" CLEAN & STRIP EXTRA CUT DISC	BX	6	27.23	46.71		MMM.21543.BX
MMM	21544	3" CLEAN & STRIP EXTRA CUT XT PRO DISC	EA	10	5.17	8.87		MMM.21544.EA
MMM	21545	T-30 MINI PILLOW PETROLEUM SORBENT	EA	16	4.09	6.81	50051138215458	MMM.21545.EA
MMM	21552	4" X 1/2" CLEAN & STRIP XT PRO DISC	EA	10	8.51	14.61		MMM.21552.EA
MMM	21555	4" X 1/2" CLEAN & STRIP EXTRA CUT DISC	EA	10	8.93	15.32		MMM.21555.EA
MMM	21571	5201 Organic Vapor Resp - Medium	EA	12	12.99	21.65	051138215712	MMM.21571.EA
MMM	21577	1/2 MASK ORGANIC VAPOR RESP 5301-LRG	EA	12	12.99	21.65	051138215774	MMM.21577.EA
MMM	21639	(50)6" 36X PSA CLOTH DISC 348D	BX	1	61.49	102.48	051144216390	MMM.21639.BX
MMM	21661	6" X 1/2" CLEAN & STRIP XT PRO DISC	EA	15	12.44	21.34		MMM.21661.EA
MMM	21662	(6) 4" X 1/4" CLEAN & STRIP XT PRO DISC	EA	4	44.64	76.54		MMM.21662.EA
MMM	21664	6" X 1/2" CLEAN & STRIP XT PRO DISC	EA	15	13.08	22.42		MMM.21664.EA
MMM	21665	(6) 4" X 1/4" CLEAN & STRIP XT PRO DISC	EA	4	31.33	53.73		MMM.21665.EA
MMM	21674	(60)Organic Vapor Cartridge	CS	1	277.90	476.40	50051138216745	MMM.21674.CS
MMM	21713	(10)1-1/2"X5/8" BRAKE HUB CLEANING DISC	BX	6	17.12	29.35		MMM.21713.BX
MMM	21758	BRAKE HUB CLEANING DISC KIT	EA	5	23.40	40.13		MMM.21758.EA
MMM	21796	(100)5" P150F Stikit Disc 363I	RL	4	43.77	72.95	051144217960	MMM.21796.RL
MMM	21797	(100)5" P120F Stikit Disc 363I	RL	4	43.77	72.95	051144217977	MMM.21797.RL
MMM	21799	(100)5" P80F Stikit Disc 363I	RL	4	47.36	78.92	051144217991	MMM.21799.RL
MMM	21800	(100)5" P60F Stikit Disc 363I	RL	4	52.29	87.14	051144218004	MMM.21800.RL
MMM	21989	5" 16 381C FIBRE DISC	EA	100	1.37	2.26	051144219896	MMM.21989.EA
MMM	22392	(50)3" 24YF 361F ROLOC DISC	BX	4	44.12	73.31	50051144223928	MMM.22392.BX
MMM	22393	(50)3" 36G 361F YF-WT ROLOC DISC	BX	4	41.33	68.73	50051144223935	MMM.22393.BX
MMM	22394	(50)3" 50G 361F YF-WT ROLOC DISC	BX	4	38.21	63.64	50051144223942	MMM.22394.BX
MMM	22398	(50)2" 36G 361F YF-WT ROLOC DISC	BX	4	31.61	52.84	50051144223980	MMM.22398.BX
MMM	22400	(50)2" 60YF 361F ROLOC DISC	BX	4	28.49	47.69	50051144224000	MMM.22400.BX
MMM	22404	(50)3" 80G 361F YF-WT ROLOC DISC	BX	4	36.48	61.05	50051144224048	MMM.22404.BX
MMM	22406	(50)3" 120G 361F YF-WT ROLOC DISC	BX	4	34.74	57.92	50051144224062	MMM.22406.BX
MMM	22586	HIGH PERFORMANCE CONTACT ADHESIVE 1357	GL	4	102.90	176.45	021200225864	MMM.22586.GL
MMM	22782	48MMX54M CLOTH GAFFERS TAPE SILVER	RL	24	63.80	109.37	021200227820	MMM.22782.RL
MMM	22837	(2)18"X1500' HIGH TEMP MASKING FILM	CS	1	501.91	836.51	50021200228372	MMM.22837.CS
MMM	22839	36"X1500' HIGH TEMP MASKING FILM 7300	CS	1	442.37	737.30	50021200228396	MMM.22839.CS
MMM	23276	17" SURF PREP PAD SPP17	EA	10	7.32	12.18	051141232768	MMM.23276.EA
MMM	23421	48MM DUCT TAPE 1900 SILVER	RL	24	5.97	9.94	051115234217	MMM.23421.RL
MMM	23550	P/U REACTIVE ADH EZ250060	EA	5	28.07	46.77	051115235504	MMM.23550.EA
MMM	23589	(50)HI-PERF CLEANING CLOTH 2011-BLUE	CS	1	103.10	171.84	50048011235894	MMM.23589.CS
MMM	23649	(50)HI-PERF CLEANING CLOTH 2011-WHT	CS	1	103.10	171.84	50048011236495	MMM.23649.CS
MMM	23926	PRIMER 94 ADHESION PROMOTER 8oz	EA	12	11.89	19.81	021200239267	MMM.23926.EA
MMM	23929	TAPE PRIMER - ADHESION PROMOTOR	QT	12	34.27	57.11	021200239298	MMM.23929.QT
MMM	23930	TAPE PRIMER 94 ADHESION PROMOTER	GL	4	112.60	187.67	021200239304	MMM.23930.GL
MMM	24008	(50)3X4 P120 CLEAN SAND 236U	BX	10	15.56	26.67	50051141240089	MMM.24008.BX
MMM	24063	(50)3X4 P100 CLEAN SAND 236U	BX	10	15.56	26.67	50051141240638	MMM.24063.BX
MMM	24241	4 1/2 50 BRISTLE DISC 5/8-11 INT	EA	10	19.06	31.75	048011242415	MMM.24241.EA
MMM	24242	4 1/2 80 BRISTLE DISC 5/8-11 INT	EA	10	19.06	31.75	048011242422	MMM.24242.EA
MMM	24243	4 1/2 120 BRISTLE DISC 5/8-11 INT	EA	10	19.06	31.75	048011242439	MMM.24243.EA
MMM	24315	(9) 1" x 72YD WHITE FOAM TAPE 4492	CS	1	246.10	410.13	50021200243153	MMM.24315.CS
MMM	25119	AIR LINE EXT FOR ORB SANDER 3/8 x 5"	EA	10	9.76	16.27	051141251196	MMM.25119.EA
MMM	25522	3/4X15YD VHB HD MOUNTING TAPE 5952	RL	12	32.02	53.36	051115255229	MMM.25522.RL
MMM	26000	PPS 2.0 KIT-LIDS/LINERS 200 MICRON	CS	1	94.87	158.11	051131260009	MMM.26000.CS
MMM	26001	(8)PPS 2.0 MIXING CUPS	CS	1	57.20	95.33	50051131260011	MMM.26001.CS
MMM	26003	PPS Series 2.0 Adapter #S2C	EA	4	17.34	29.73	051131260030	MMM.26003.EA
MMM	26005	PPS Series 2.0 Adapter #S4,	EA	4	17.34	29.73	051131260054	MMM.26005.EA
MMM	26006	PPS Series 2.0 Adapter #S5	EA	4	17.34	29.73	051131260061	MMM.26006.EA
MMM	26007	PPS Series 2.0 Adapter #S6	EA	4	17.34	29.73	00051131260078	MMM.26007.EA
MMM	26008	PPS Series 2.0 Adapter #S7	EA	4	17.34	29.73	00051131260085	MMM.26008.EA
MMM	26015	PPS Series 2.0 Adapter #S8	EA	4	17.34	29.73	00051131260153	MMM.26015.EA
MMM	26016	PPS Series 2.0 Adapter #S9	EA	4	17.34	29.73	051131260160	MMM.26016.EA
MMM	26017	PPS Series 2.0 Adapter #S10	EA	4	25.67	44.02	051131260177	MMM.26017.EA
MMM	26018	PPS Series 2.0 Adapter #S11	EA	4	17.34	29.73	051131260184	MMM.26018.EA
MMM	26022	PPS Series 2.0 Adapter #S12	EA	4	17.34	29.73	00051131260221	MMM.26022.EA
MMM	26023	(8)PPS 2.0 LRG MIX CUPS & COLLARS	CS	1	72.73	121.22	50051131260233	MMM.26023.CS
MMM	26024	PPS 2.0 LRG LIDS & LINERS-200 MICRON	CS	1	113.44	189.09	051131260245	MMM.26024.CS
MMM	26028	PPS 2.0 3oz LIDS/LINERS 200U FILTERS	CS	1	62.04	103.41	051131260283	MMM.26028.CS
MMM	26046	PPS Series 2.0 Adapter #S15	EA	4	17.34	29.73	051131260467	MMM.26046.EA
MMM	26053	PPS Series 2.0 Adapter #S14	EA	4	17.34	29.73	00051131260535	MMM.26053.EA
MMM	26054	PPS Series 2.0 Adapter #S18	EA	4	17.34	29.73	051131260542	MMM.26054.EA
MMM	26075	PAPER MASKING TAPE 2214;(24MM X 55M)	RL	1	2.31	3.85		MMM.26075.RL
MMM	26076	PAPER MASKING TAPE 2214;(36MM X 55M)	RL	1	3.31	5.13		MMM.26076.RL
MMM	26077	(24)48MMX55M 2214 PAPER MASKING TAPE	CS	1	111.49	185.68	50021200260778	MMM.26077.CS
MMM	26102	PPS Series 2.0 Adapter #S16	EA	4	17.34	29.73	051131261020	MMM.26102.EA
MMM	26103	PPS Series 2.0 Adapter #S19	EA	4	17.34	29.73	051131261037	MMM.26103.EA
MMM	26104	PPS Series 2.0 Adapter #S20	EA	4	17.34	29.73	051131261044	MMM.26104.EA
MMM	26105	PPS Series 2.0 Adapter #S21	EA	4	17.34	29.73	00051131261051	MMM.26105.EA
MMM	26106	PPS Series 2.0 Adapter #S22	EA	4	17.34	29.73	00051131261068	MMM.26106.EA
MMM	26109	PPS Series 2.0 Adapter #S23	EA	4	17.34	29.73	00051131261099	MMM.26109.EA
MMM	26110	PPS Series 2.0 Adapter #S24	EA	4	25.67	44.02	00051131261105	MMM.26110.EA
MMM	26111	PPS Series 2.0 Adapter #S17	EA	4	17.34	29.73	051131261112	MMM.26111.EA
MMM	26112	(50) PPS 2.0 MIDI 400ml 200 MICRON FLTR	KT	9	83.90	143.83	021200261121	MMM.26112.KT
MMM	26114	PPS 2.0 MINI LIDS & LINERS-200 MICRON	CS	1	73.93	123.22	051131261143	MMM.26114.CS
MMM	26115	(4)PPS 2.0 MINI CUPS & COLLARS	CS	1	44.87	74.77	50051131261155	MMM.26115.CS
MMM	26116	PPS Series 2.0 Adapter #S25	EA	4	17.34	29.73	051131261167	MMM.26116.EA
MMM	26118	PPS Series 2.0 Adapter #S26	EA	4	17.34	29.73	00051131261181	MMM.26118.EA
MMM	26119	PPS Series 2.0 Adapter #S27	EA	4	17.34	29.73	051131261198	MMM.26119.EA
MMM	26120	PPS Series 2.0 Adapter #S28	EA	4	17.34	29.73	00051131261204	MMM.26120.EA
MMM	26121	(1) PPS 2.0 H/O PRESSURE CUP, MIDI	BX	2	35.53	60.93	051131261211	MMM.26121.BX
MMM	26122	(4)PPS 2.0 MIDI 400ml CUP & COLLAR	CS	1	54.48	90.79	50051131261223	MMM.26122.CS
MMM	26124	(1) PPS 2.0 H/O PRESSURE CUP, LARGE	BX	2	58.20	99.80	051131261242	MMM.26124.BX
MMM	26125	PPS Series 2.0 Adapter #S29	EA	4	17.34	29.73	00051131261259	MMM.26125.EA
MMM	26126	PPS Series 2.0 Adapter #S30	EA	4	17.34	29.73	00051131261266	MMM.26126.EA
MMM	26127	PPS Series 2.0 Adapter #S31	EA	4	17.34	29.73	00051131261273	MMM.26127.EA
MMM	26128	PPS Series 2.0 Adapter #S33	EA	4	17.34	29.73	00051131261280	MMM.26128.EA
MMM	26129	PPS Series 2.0 Adapter #S34	EA	4	25.67	44.02	051131261297	MMM.26129.EA
MMM	26130	PPS Series 2.0 Adapter #S35	EA	4	17.34	29.73	00051131261303	MMM.26130.EA
MMM	26132	PPS Series 2.0 Adapter #S37	EA	4	17.34	29.73	00051131261327	MMM.26132.EA
MMM	26135	PPS Series 2.0 Adapter #S40	EA	4	17.34	29.73	051131261358	MMM.26135.EA
MMM	26136	PPS Series 2.0 Adapter #S32	EA	4	17.34	29.73	051131261365	MMM.26136.EA
MMM	26137	PPS Series 2.0 Adapter #S41	EA	4	17.34	29.73	00051131261372	MMM.26137.EA
MMM	26138	PPS Series 2.0 Adapter #S42	EA	4	25.67	44.02	051131261389	MMM.26138.EA
MMM	26139	PPS Series 2.0 Adapter #S43	EA	4	17.34	29.73	051131261396	MMM.26139.EA
MMM	26140	PPS Series 2.0 Adapter #S45	EA	4	17.34	29.73	00051131261402	MMM.26140.EA
MMM	26141	PPS Series 2.0 Adapter #S44	EA	4	17.34	29.75	051131261419	MMM.26141.EA
MMM	26170	PPS 2.0 MIDI STARTER KIT 200 MICRON	KT	2	21.02	36.05	051131261709	MMM.26170.KT
MMM	26171	PPS 2.0 MIDI REFILL KIT 200 MICRON	KT	2	18.46	31.65	051131261716	MMM.26171.KT
MMM	26172	PPS 2.0 STANDARD STARTER KIT 200 MICRON	KT	2	24.34	41.74	051131261723	MMM.26172.KT
MMM	26173	PPS 2.0 STANDARD REFILL KIT 200 MICRON	KT	2	21.38	36.65	051131261730	MMM.26173.KT
MMM	26199	PPS 2.0 DISPOSABLE LIDS, STD/LGE 125U	CS	1	28.21	47.01	00051131261990	MMM.26199.CS
MMM	26200	PPS2.0 DISPOSABLE LIDS W/200 MICRON FLTR	CS	1	28.21	47.01	00051131262003	MMM.26200.CS
MMM	26204	(25) PPS 2.0 MIDI LIDS 200 MICRON	CS	1	26.24	43.73	00051131262041	MMM.26204.CS
MMM	26205	(25) PPS 2.0 MIDI LIDS 125 MICRON	CS	1	26.24	43.73	00051131262058	MMM.26205.CS
MMM	26301	PPS 2.0 KIT STANDARD, 125MICRON FILTERS	CS	1	94.87	158.11	051131263017	MMM.26301.CS
MMM	26312	(50)PPS 2.0 MIDI 400ml 125 MICRON FLTR	CS	1	83.90	139.83	051131263123	MMM.26312.CS
MMM	26314	PPS 2.0 MINI LIDS & LINERS - 125 MICRON	CS	1	73.93	123.22	051131263147	MMM.26314.CS
MMM	26325	PPS 2.0, LARGE 125U FILTER	CS	1	113.44	189.09	051131263253	MMM.26325.CS
MMM	26328	PPS 2.0 3oz LIDS/LINERS 125U FILTERS	CS	1	62.04	103.41	051131263284	MMM.26328.CS
MMM	26332	(48)1/2"(12MM) 233+ MASKING TAPE	CS	1	111.14	195.69	50051131263326	MMM.26332.CS
MMM	26334	(48)3/4"(18MM) 233+ MASKING TAPE	CS	1	136.12	265.51	50051131263340	MMM.26334.CS
MMM	26336	(24)1"(24MM)233+ MASKING TAPE	CS	1	93.66	183.64	50051131263364	MMM.26336.CS
MMM	26338	(16)1-1/2"(36MM)233+ MASKING TAPE	CS	1	91.17	177.98	50051131263388	MMM.26338.CS
MMM	26340	(12)2"(48mm) 233+ MASKING TAPE	CS	1	91.38	178.53	50051131263401	MMM.26340.CS
MMM	26341	(3")72MMX55M 233+ MASKING TAPE	RL	8	12.70	22.35	051131263413	MMM.26341.RL
MMM	26343	(1/8")3MMX55M 233+ MASKING TAPE	RL	12	2.27	3.99	50051131263432	MMM.26343.RL
MMM	26344	(1/4")6MMX55M 233+ MASKING TAPE	RL	12	2.27	3.99	051131263444	MMM.26344.RL
MMM	26417	(4)1"X60' SAFETY WALK - CLEAR	CS	1	79.59	132.63	50048011264177	MMM.26417.CS
MMM	26418	4"X60'CLEAR SAFETY WALK TAPE	EA	1	79.59	132.63	048011264189	MMM.26418.EA
MMM	26419	2"X60' SAFETY WALK - CLEAR	RL	2	39.79	66.32	048011264196	MMM.26419.RL
MMM	26421	(2) 2"X 60' YELLOW SAFETY WALK	CS	1	79.59	132.63	50048011264214	MMM.26421.CS
MMM	26432	(6) PPS 2.0 SEALING PLUG	CS	1	50.33	83.88	051131264328	MMM.26432.CS
MMM	26443	(50)1 1/2X60 36X CLOTH BELT 341D	EA	50	2.43	4.06	051144264438	MMM.26443.EA
MMM	26458	PPS SERIES 2.0 SHAKER CORE	EA	12	2.88	4.94		MMM.26458.EA
MMM	26515	1" BELT	EA	20	5.30	9.46	051144265152	MMM.26515.EA
MMM	26578	ACCUSPRAY ONE GUN SYSTEM FOR PPS 2.0	KT	2	190.52	326.72	051131265783	MMM.26578.KT
MMM	26580	ACCUSPRAY ONE GUN SYSTEM FOR PPS 2.0	KT	2	190.52	326.72	051131265806	MMM.26580.KT
MMM	26582	1.2MM ATOMIZING HEAD BLUE 2.0	EA	5	6.49	11.12	051131265820	MMM.26582.EA
MMM	26583	1.3MM ATOMIZING HEAD GREEN 2.0	EA	5	6.49	11.12	051131265837	MMM.26583.EA
MMM	26584	1.4MM ORANGE ATOMIZING HEAD 2.0	EA	5	4.21	7.22	051131265844	MMM.26584.EA
MMM	26585	1.8MM CLEAR ATOMIZING HEAD 2.0	EA	5	4.21	7.22	051131265851	MMM.26585.EA
MMM	26586	2.0MM CLEAR ATOMIZING HEAD 2.0	EA	5	6.49	11.12	051131265868	MMM.26586.EA
MMM	26587	3/8" X 36YD 471 BLUE VINYL TAPE	RL	96	8.93	15.32	00021200265877	MMM.26587.RL
MMM	26612	(4) ATOMIZING HEAD REFILL KIT 1.2MM 2.0	KIT	6	17.67	29.44	051131266124	MMM.26612.KIT
MMM	26613	(4) ATOMIZING HEAD REFILL KIT 1.3MM 2.0	KIT	6	17.67	29.44	051131266131	MMM.26613.KIT
MMM	26614	(4) ATOMIZING HEAD REFILL KIT 1.4MM 2.0	KIT	6	17.67	29.44	051131266148	MMM.26614.KIT
MMM	26618	(4) ATOMIZING HEAD REFILL KIT 1.8MM 2.0	KIT	6	17.67	29.44	051131266186	MMM.26618.KIT
MMM	26620	(4) ATOMIZING HEAD REFILL KIT 2.0MM 2.0	KIT	6	17.67	29.44	051131266209	MMM.26620.KIT
MMM	26689	HIGH POWER AEROSOL SPRAY GUN CLEANER	CN	6	4.49	7.47	051131266896	MMM.26689.CN
MMM	26710	2.0 STANDARD UV LID/LINER KIT 200 MICRON	KT	1	106.75	183.06	4054596313415	MMM.26710.KT
MMM	27400	(25)4 1/2 36+ CUBITRON II 982C	BX	4	75.57	126.04	50051141274008	MMM.27400.BX
MMM	27402	(25) 7"X7/8" 36+ CUBITRON II 982C	BX	4	87.02	145.16	30051141274028	MMM.27402.BX
MMM	27487	(50)5"A35 TRIZACT HKIT FILM 368XA	BX	2	106.31	177.02	50051141274879	MMM.27487.BX
MMM	27488	(50)5"A10 TRIZACT HKIT FILM 268XA	BX	2	106.31	177.02	50051141274886	MMM.27488.BX
MMM	27489	(50)5"A5 TRIZACT HKIT FILM 268XA	BX	2	106.31	177.02	50051141274893	MMM.27489.BX
MMM	27498	(10)3X21 60X CLOTH BELT 340D	BX	5	16.26	27.12	50051144274982	MMM.27498.BX
MMM	27499	(25)3X21 P50X CLOTH BELT 240D	BX	1	43.78	72.89	50051144274999	MMM.27499.BX
MMM	27631	(25)4 1/2 60+ CUBITRON II 982C	BX	4	67.22	112.07	50051141276316	MMM.27631.BX
MMM	27633	(25) 7" X 7/8" 60G CUBITRON FIBRE DISC	BX	4	77.29	132.54		MMM.27633.BX
MMM	27637	(25)7" 80+ CUBITRON II 982C DISC	BX	4	72.78	121.33	50051141276378	MMM.27637.BX
MMM	27639	(25)4 1/2 60+ CUBITRON II 982C DISC	BX	4	71.91	119.98	50051141276392	MMM.27639.BX
MMM	28010	(100)5" P80C 5H DF NX DISC	RL	4	19.99	33.32	051141280103	MMM.28010.RL
MMM	28014	(100)5" P180C 5H DF NX DISC	RL	4	18.06	30.11	051141280141	MMM.28014.RL
MMM	28017	(100)5" P320C 5H DF NX DISC	RL	4	18.06	30.11	051141280172	MMM.28017.RL
MMM	28019	(100)5" P600C 5H DF NX DISC	RL	4	18.06	30.11	051141280196	MMM.28019.RL
MMM	28020	(100)5" P800C 5H DF NX DISC	RL	4	16.07	26.78	051141280202	MMM.28020.RL
MMM	28063	SCOTCH BRITE CLEAN & FINISH DISC 6"	EA	100	2.53	4.22		MMM.28063.EA
MMM	28095	SGV RETAINER	EA	1	3.17	5.27	051115280955	MMM.28095.EA
MMM	28096	VALVE A0007	EA	1	1.27	2.11	051115280962	MMM.28096.EA
MMM	28097	VALVE STEM ASSEMBLY A0008	EA	1	1.59	2.63	051115280979	MMM.28097.EA
MMM	28098	VALVE SET	EA	1	0.77	1.27	051115280986	MMM.28098.EA
MMM	28100	INLET BUSHING ASSEMBLY AA0013	EA	1	2.90	4.83	051115281006	MMM.28100.EA
MMM	28101	VALVE SPRING A0014	EA	1	0.58	0.95	051115281013	MMM.28101.EA
MMM	28102	VALVE SLEEVE A0015	EA	1	2.29	3.81	05115281020	MMM.28102.EA
MMM	28108	24MM PAD WRENCH A0022	EA	1	3.81	6.37	051115281082	MMM.28108.EA
MMM	28109	LEVER SPRING PIN A0031	EA	1	0.48	0.80	50051115281094	MMM.28109.EA
MMM	28112	INTERNAL RETAINING RING A0039	EA	1	0.46	0.76	051115281129	MMM.28112.EA
MMM	28115	O-RING A0042	EA	1	0.46	0.76	051115281150	MMM.28115.EA
MMM	28116	O-RING A0043	EA	1	0.46	0.76	051115281167	MMM.28116.EA
MMM	28117	O-RING	EA	1	0.77	1.28	051115281174	MMM.28117.EA
MMM	28121	INTERNAL MUFFLER A0062	EA	1	1.71	2.86	051115281211	MMM.28121.EA
MMM	28122	MUFFLER INSERT A0068	EA	1	0.62	1.04	051115281228	MMM.28122.EA
MMM	28138	MUFFLER HOUSING A0166	EA	1	1.44	2.41	051115281389	MMM.28138.EA
MMM	28142	 Screw A0766, 4 per bag 1 bag per case	BG	1	1.67	3.00	051115281426	MMM.28142.BG
MMM	28146	HOSE SEAL A0778	EA	1	1.12	1.88	051115281464	MMM.28146.EA
MMM	28153	SKIRT/SHROUD ADAPTER A1333	EA	1	3.12	5.21	051115281532	MMM.28153.EA
MMM	28156	EXHAUST FITTING A1338	EA	1	12.43	20.73	051115281563	MMM.28156.EA
MMM	28160	SHROUD A1348	EA	1	9.79	16.33	051115281600	MMM.28160.EA
MMM	28164	LEVER A1352	EA	1	5.69	9.46	50051115281643	MMM.28164.EA
MMM	28171	SPEED CONTROL B0014	EA	1	1.53	2.54	051115281716	MMM.28171.EA
MMM	28301	1" X 6' VACUUM HOSE	EA	1	16.76	27.91	051141283012	MMM.28301.EA
MMM	28302	1" INTERNAL VACUUM HOSE ADAPTER	EA	1	1.62	2.72	051141283029	MMM.28302.EA
MMM	28303	VACUUM BAG COVER A1434	EA	10	14.22	23.70	051141283036	MMM.28303.EA
MMM	28304	VACUUM HOSE FITTING ADAPTER	EA	1	8.29	13.81	051141283043	MMM.28304.EA
MMM	28306	1CS Random Orbital Sander Lever A1873	EA	1	6.71	12.07	051141283067	MMM.28306.EA
MMM	28308	MUFFLER A1991 1-1/4 IN	EA	10	7.44	12.39	051141283081	MMM.28308.EA
MMM	28321	5"X1/2" CLEAN SANDING SOFT INTERFACE PAD	EA	10	9.08	15.11	051141283210	MMM.28321.EA
MMM	28325	3X4 CLEAN SAND PAD 33 HOLES-BLACK	EA	20	1.48	2.46	051141283258	MMM.28325.EA
MMM	28326	(5)3" 3H CLEAN SAND HOOK SAVER	PK	4	7.40	12.33	051141283265	MMM.28326.PK
MMM	28333	3" BUFFER	EA	1	441.78	736.31	051141283333	MMM.28333.EA
MMM	28337	***6" 3/8" 2 HANDED SANDER	EA	1	343.71	572.28	051141283371	MMM.28337.EA
MMM	28353	3" R/O PISTOL GRIP SANDER	EA	1	158.12	263.54	051141283531	MMM.28353.EA
MMM	28354	3" PISTOL GRIP BUFFER	EA	1	158.12	263.54	051141283548	MMM.28354.EA
MMM	28363	DENIB POLISHER	EA	1	267.13	445.22	051141283630	MMM.28363.EA
MMM	28364	(5)CLEAN SAND FILTER BAG-XLG	PK	4	39.92	66.52	50051141283642	MMM.28364.PK
MMM	28365	CLEAN SAND FILTER BAG BACKPACK	EA	1	177.30	295.49	051141283654	MMM.28365.EA
MMM	28366	FILE BELT SANDER .6HP	EA	1	466.90	778.17	051141283661	MMM.28366.EA
MMM	28368	REPLACEMENT ARM FILE BELT SANDER	EA	1	40.71	67.86	051141283685	MMM.28368.EA
MMM	28369	FILE BELT SANDER ATTACHMENT ARM	EA	1	54.29	90.47	051141283692	MMM.28369.EA
MMM	28374	BELT SANDER CURVED ARM	EA	1	40.71	67.86	051141283746	MMM.28374.EA
MMM	28376	FILE BELT SANDER ATTACHMENT ARM EXTENSIO	EA	1	62.38	106.94	00051141283760	MMM.28376.EA
MMM	28393	VACUUM HOSE 28393 1 IN ID X 60 FT	EA	1	95.32	158.87	051141283937	MMM.28393.EA
MMM	28394	RANDOM ORBITAL SANDER MUFFLER KIT	EA	1	3.08	5.12	051141283944	MMM.28394.EA
MMM	28402	SIDE HANDLE 3/8"-16 THREADS	EA	1	16.53	27.56	051141284026	MMM.28402.EA
MMM	28405	4.5" GRINDER 1HP T-27	EA	1	554.45	924.09	50051141284057	MMM.28405.EA
MMM	28408	4.5" DISC SANDER 1HP 5/8-11 EXT	EA	1	494.81	824.69	051141284088	MMM.28408.EA
MMM	28427	ELECTRIC RANDOM ORBITAL S	EA	1	324.65	555.31	051141284279	MMM.28427.EA
MMM	28434	POWER CORD 28429	EA	1	35.54	59.23	051141284347	MMM.28434.EA
MMM	28435	POWER CORD 24FT LOW VOLTAGE	EA	1	38.38	63.96	051141284354	MMM.28435.EA
MMM	28436	POWER SUPPLY 28429	EA	1	122.29	203.80	051141284361	MMM.28436.EA
MMM	28472	(5)3"X.5"HOOKIT DISC PAD 1/4-20 EXTER	EA	5	12.10	20.15	051141284729	MMM.28472.EA
MMM	28511	RANDOM ORBITAL SANDER - Elite Series	EA	1	169.05	304.30	051141285115	MMM.28511.EA
MMM	28527	70MMX198MM NON-VAC SANDER ELITE	EA	1	227.74	379.56	051141285276	MMM.28527.EA
MMM	28531	HKIT CLEAN SAND PAD 33 HOLES RED FOAM	EA	5	21.33	35.56	051141285313	MMM.28531.EA
MMM	28547	3" ROTARY DISC SANDER PISTOL GRIP	EA	1	161.31	268.85	051141285474	MMM.28547.EA
